application_id,Interview Taken on,Status,event_name,Department,Post Name,Offered Salary
814453,2014-05-13 09:19:44,Hired,Don’t want to say,Operations Department,i7,68515.0
658727,2014-05-13 17:44:46,Rejected,Female,Operations Department,c5,41577.0
244207,2014-05-13 17:46:35,Rejected,Female,Operations Department,c5,9681.0
26472,2014-05-13 19:57:31,Hired,Male,Purchase Department,i6,43261.0
468867,2014-05-13 18:56:36,Rejected,Female,General Management,c5,23446.0
495899,2014-05-13 18:56:59,Rejected,Female,General Management,c5,17748.0
217101,2014-05-13 11:00:58,Rejected,Female,Operations Department,i4,19261.0
521234,2014-05-13 11:03:55,Hired,Don’t want to say,Operations Department,i4,44582.0
377976,2014-05-21 14:41:18,Rejected,Female,Operations Department,i4,19035.0
796234,2014-05-14 13:28:50,Rejected,Male,Service Department,c8,55777.0
736087,2014-05-14 13:30:55,Rejected,Male,Service Department,c8,91475.0
17030,2014-05-14 13:32:23,Rejected,Female,Service Department,c8,21244.0
677063,2014-05-14 18:07:07,Rejected,Male,Marketing Department,c5,6564.0
656629,2014-05-14 15:03:09,Rejected,Female,Finance Department,i4,79762.0
831439,2014-05-14 15:06:10,Rejected,Female,Finance Department,i4,69765.0
243961,2014-05-14 15:50:17,Rejected,Male,Purchase Department,c5,30809.0
385418,2014-05-16 11:58:59,Rejected,Don’t want to say,Service Department,b9,3527.0
956145,2014-05-15 08:27:02,Rejected,Male,Sales Department,c5,78988.0
730676,2014-05-15 08:27:23,Rejected,Male,Sales Department,c5,34674.0
255026,2014-05-15 08:27:50,Rejected,Male,Sales Department,c5,56938.0
404918,2014-05-15 08:27:50,Rejected,Male,Sales Department,c5,21848.0
809992,2014-05-15 16:17:08,Rejected,Male,Marketing Department,c5,55595.0
361096,2014-05-15 09:56:35,Rejected,Male,Service Department,c-10,9390.0
691216,2014-05-15 09:56:56,Rejected,Male,Service Department,c-10,67066.0
567661,2014-05-15 09:57:25,Rejected,Male,Service Department,c-10,8723.0
382645,2014-05-15 09:57:46,Hired,Male,Service Department,c-10,65587.0
767003,2014-05-15 10:01:07,Hired,Male,Service Department,c-10,73396.0
412827,2014-05-15 15:57:38,Rejected,Male,Service Department,c-10,76789.0
912261,2014-05-15 13:48:40,Rejected,Male,Sales Department,i5,59625.0
881891,2014-05-15 13:51:18,Hired,Female,Sales Department,i5,41895.0
574621,2014-05-15 11:29:17,Rejected,Female,Operations Department,i7,31546.0
105729,2014-05-15 16:13:25,Rejected,Male,Service Department,c-10,80817.0
961551,2014-05-15 20:41:30,Rejected,Male,Operations Department,i6,31050.0
824221,2014-05-16 09:55:11,Hired,Male,Service Department,i4,17815.0
966786,2014-05-16 09:55:45,Hired,Female,Service Department,i4,13718.0
19370,2014-05-16 09:57:39,Rejected,Female,Service Department,i4,62082.0
462721,2014-05-16 16:49:41,Rejected,Male,Operations Department,i4,26530.0
381072,2014-05-16 16:50:31,Hired,Male,Operations Department,i4,67685.0
664109,2014-05-16 16:54:04,Hired,Male,Operations Department,i4,42782.0
505365,2014-05-16 18:06:25,Hired,Don’t want to say,Human Resource Department,i5,79702.0
132154,2014-05-16 18:07:54,Rejected,Don’t want to say,Human Resource Department,i5,82599.0
482656,2014-05-29 09:19:45,Hired,Female,Production Department,i7,97814.0
735179,2014-05-29 09:20:09,Rejected,Male,Production Department,i7,25931.0
813519,2014-05-29 09:19:09,Rejected,Don’t want to say,Production Department,i7,83585.0
225116,2014-05-16 17:41:09,Hired,Male,Operations Department,i1,25711.0
830139,2014-05-19 00:05:00,Rejected,Don’t want to say,Operations Department,i4,2103.0
45162,2014-05-19 00:05:18,Hired,Don’t want to say,Operations Department,i4,1212.0
883717,2014-05-18 16:21:39,Rejected,Male,Operations Department,i4,3947.0
583818,2014-05-18 17:49:55,Rejected,Male,Service Department,i7,95633.0
192500,2014-05-18 17:53:19,Rejected,Male,Operations Department,i6,78192.0
641336,2014-05-18 17:53:59,Hired,Female,Operations Department,i6,22267.0
466709,2014-05-19 13:22:10,Hired,Female,Production Department,i7,49631.0
318812,2014-05-19 12:58:34,Hired,Female,Sales Department,c5,84858.0
303466,2014-05-19 13:17:24,Rejected,Male,Production Department,c-10,81257.0
549934,2014-05-19 13:18:27,Rejected,Male,Production Department,c-10,59735.0
40385,2014-05-19 14:28:13,Hired,Male,Operations Department,i4,1986.0
730191,2014-05-19 15:25:54,Rejected,Female,General Management,i5,13753.0
151361,2014-05-20 18:56:37,Rejected,Female,Service Department,c8,87397.0
299540,2014-05-20 17:03:09,Rejected,Female,General Management,c-10,98404.0
66952,2014-05-20 17:04:49,Rejected,Male,General Management,c-10,58443.0
372707,2014-05-20 17:05:24,Rejected,Female,General Management,c-10,92123.0
703540,2014-05-20 17:06:56,Hired,Female,General Management,c-10,77027.0
838911,2014-05-20 17:03:11,Hired,Male,General Management,c-10,98822.0
51314,2014-05-20 17:05:10,Hired,Female,General Management,c-10,18661.0
716333,2014-05-20 17:03:11,Hired,Don’t want to say,General Management,c-10,71461.0
350612,2014-05-20 19:45:11,Hired,Male,Service Department,b9,56549.0
101674,2014-05-20 09:49:11,Rejected,Male,Production Department,c5,78365.0
542532,2014-05-20 09:51:20,Rejected,Female,Production Department,c5,43729.0
626271,2014-05-20 09:49:40,Rejected,Don’t want to say,Production Department,c5,84745.0
272182,2014-05-20 12:28:42,Hired,Female,Service Department,i6,56534.0
942393,2014-05-20 16:02:33,Rejected,Male,Purchase Department,i4,71981.0
118533,2014-05-20 16:05:51,Hired,Male,Purchase Department,i4,68969.0
646468,2014-05-21 08:56:45,Rejected,Male,Service Department,i4,47396.0
29796,2014-05-21 08:57:03,Rejected,Male,Service Department,i4,31993.0
484007,2014-05-21 08:59:25,Rejected,Male,Service Department,i4,38842.0
485806,2014-05-21 08:58:30,Rejected,Female,Service Department,i4,98316.0
34378,2014-05-21 14:21:33,Rejected,Female,Service Department,i7,80894.0
745574,2014-05-21 14:21:59,Rejected,Male,Service Department,i7,84147.0
508134,2014-05-21 14:24:35,Rejected,Male,Service Department,i7,65393.0
826902,2014-05-21 12:35:53,Rejected,Female,Finance Department,c-10,23823.0
25028,2014-05-21 18:45:15,Rejected,Male,Service Department,c5,35787.0
891404,2014-05-21 18:03:16,Rejected,Male,Service Department,i4,51426.0
456232,2014-05-21 17:35:24,Rejected,Male,Service Department,i4,23558.0
488788,2014-05-21 15:06:27,Rejected,Male,Sales Department,c5,65543.0
757514,2014-05-21 04:02:02,Hired,Female,Operations Department,c5,76575.0
337880,2014-05-21 04:03:10,Hired,Male,Operations Department,c5,50520.0
806305,2014-05-21 12:46:38,Hired,Male,Operations Department,i7,97253.0
304630,2014-05-21 16:05:23,Rejected,Male,Service Department,c8,2686.0
382693,2014-05-21 16:06:19,Rejected,Female,Service Department,c8,87084.0
150277,2014-05-22 22:18:49,Rejected,Male,Sales Department,c-10,91928.0
827372,2014-05-22 09:09:09,Rejected,Male,Service Department,i7,28224.0
761496,2014-05-22 11:51:08,Rejected,Female,Finance Department,i4,11052.0
321721,2014-05-22 14:01:21,Hired,Female,Production Department,i7,86922.0
406013,2014-05-22 14:03:01,Rejected,Male,Production Department,i7,39389.0
515475,2014-05-22 18:09:06,Rejected,Male,Sales Department,i5,79905.0
29574,2014-05-22 18:10:10,Rejected,Female,Sales Department,i5,45265.0
797115,2014-05-22 18:15:36,Hired,Male,Sales Department,i5,21768.0
183456,2014-05-22 23:57:40,Rejected,Male,Service Department,i4,68579.0
812987,2014-05-22 09:12:27,Hired,Female,Purchase Department,i7,82746.0
463120,2014-05-22 09:14:06,Hired,Female,Purchase Department,i7,87381.0
461901,2014-05-30 19:43:03,Hired,Female,Purchase Department,i7,17864.0
256912,2014-05-22 16:46:42,Hired,Male,Operations Department,i5,95863.0
524606,2014-05-22 16:49:40,Rejected,Male,Operations Department,i5,29743.0
206017,2014-05-22 10:30:11,Rejected,Male,Service Department,i4,48490.0
855219,2014-05-23 16:24:16,Rejected,Male,Service Department,c8,96918.0
556830,2014-05-23 16:25:18,Hired,Female,Service Department,c8,8812.0
725295,2014-05-27 16:26:26,Rejected,Male,Operations Department,c-10,45985.0
278581,2014-05-26 09:42:02,Hired,Male,Operations Department,b9,15137.0
328190,2014-05-26 14:51:58,Rejected,Male,Purchase Department,c-10,58037.0
634463,2014-05-26 13:24:12,Rejected,Male,Marketing Department,i7,21913.0
721691,2014-05-26 01:43:47,Rejected,Female,Finance Department,c8,48957.0
872878,2014-05-26 15:07:23,Rejected,Male,Production Department,i5,22549.0
910501,2014-05-26 15:08:16,Rejected,Male,Production Department,i5,13490.0
437082,2014-05-26 03:02:29,Rejected,Male,Operations Department,i4,88483.0
693950,2014-05-26 13:44:02,Rejected,Male,Service Department,c8,20489.0
213968,2014-05-26 14:43:49,Rejected,Male,Operations Department,i4,33603.0
207860,2014-05-26 14:45:15,Hired,Male,Operations Department,i4,9864.0
968918,2014-05-27 09:55:48,Rejected,Male,Operations Department,i6,86860.0
970445,2014-05-27 09:56:49,Hired,Male,Operations Department,i6,6974.0
200462,2014-05-27 09:57:19,Hired,Male,Operations Department,i6,42285.0
417540,2014-05-27 19:43:14,Rejected,Male,Marketing Department,c-10,2121.0
180642,2014-05-27 19:44:36,Rejected,Male,Marketing Department,c-10,69642.0
231975,2014-05-27 14:14:28,Rejected,Female,Operations Department,i4,31465.0
905452,2014-05-27 14:17:55,Hired,Female,Operations Department,i4,55812.0
550693,2014-05-27 14:18:29,Rejected,Male,Operations Department,i4,79788.0
495892,2014-05-27 14:15:01,Hired,Don’t want to say,Operations Department,i4,39922.0
359390,2014-05-27 17:17:54,Rejected,Male,Operations Department,i7,87516.0
167998,2014-05-27 17:18:16,Hired,Female,Operations Department,i7,49768.0
456321,2014-05-27 17:20:21,Rejected,Male,Operations Department,i7,18830.0
481220,2014-05-27 10:58:34,Rejected,Male,Service Department,i7,58968.0
387131,2014-05-27 10:59:07,Rejected,Male,Service Department,i7,95697.0
723507,2014-05-27 12:26:55,Rejected,Female,General Management,c5,55511.0
874807,2014-05-27 12:27:33,Rejected,Female,General Management,c5,81603.0
501620,2014-05-27 12:28:11,Rejected,Female,General Management,c5,58559.0
109266,2014-05-27 18:17:41,Hired,Female,Finance Department,i7,68952.0
516967,2014-05-27 18:17:32,Hired,Don’t want to say,Finance Department,i7,48308.0
265784,2014-05-28 12:02:49,Rejected,Female,Finance Department,i5,59628.0
216582,2014-05-28 08:19:51,Hired,Male,Operations Department,i4,36542.0
846310,2014-05-28 08:20:19,Hired,Female,Operations Department,i4,74691.0
13742,2014-05-28 01:42:08,Hired,Male,Production Department,c-10,40601.0
773059,2014-05-28 11:23:24,Rejected,Male,Operations Department,i4,25881.0
876247,2014-05-28 00:32:12,Rejected,Male,Operations Department,i7,25873.0
714683,2014-05-28 00:33:11,Hired,Male,Operations Department,i7,33839.0
630224,2014-05-28 00:34:21,Hired,Male,Operations Department,i7,29298.0
370968,2014-05-28 00:35:18,Hired,Female,Operations Department,i7,16072.0
445539,2014-06-13 14:30:52,Hired,Male,Operations Department,i7,52199.0
65835,2014-06-13 14:31:14,Rejected,Female,Operations Department,i7,30886.0
402829,2014-06-13 14:32:25,Hired,Male,Operations Department,i7,22524.0
937743,2014-05-28 11:16:54,Rejected,Male,Marketing Department,c5,52971.0
865692,2014-05-28 10:40:28,Rejected,Male,Operations Department,c-10,77581.0
913308,2014-05-28 04:56:27,Rejected,Male,Production Department,i6,65249.0
753595,2014-06-01 22:23:30,Hired,Male,Production Department,i6,15784.0
231901,2014-06-01 22:25:05,Hired,Male,Production Department,i6,7691.0
439628,2014-05-29 15:47:26,Rejected,Male,Operations Department,i7,5510.0
67222,2014-05-29 18:46:08,Hired,Male,Operations Department,c-10,72545.0
280350,2014-05-29 18:47:26,Hired,Female,Operations Department,c-10,44767.0
587939,2014-05-29 12:15:38,Rejected,Male,Operations Department,i6,28753.0
493551,2014-05-29 12:17:02,Hired,Male,Operations Department,i6,54524.0
792362,2014-05-29 06:44:05,Hired,Male,Service Department,c5,95011.0
614502,2014-05-29 06:43:12,Hired,Female,Service Department,c5,90897.0
363830,2014-05-29 08:54:12,Rejected,Male,Purchase Department,c5,41908.0
212493,2014-05-29 08:54:12,Hired,Male,Purchase Department,c5,30114.0
524904,2014-05-29 08:56:36,Rejected,Female,Purchase Department,c5,66608.0
359609,2014-06-01 07:04:05,Hired,Male,Purchase Department,c5,65247.0
821717,2014-05-29 17:07:35,Rejected,Male,Service Department,c5,5900.0
24310,2014-05-29 12:24:59,Rejected,Male,Service Department,i4,63559.0
795330,2014-06-15 09:45:31,Hired,Female,General Management,i4,400000.0
906700,2014-05-30 18:46:50,Rejected,Male,Operations Department,b9,55465.0
772644,2014-05-30 08:07:29,Rejected,Male,Service Department,c-10,56488.0
79758,2014-05-30 08:09:14,Rejected,Male,Service Department,c-10,55553.0
181028,2014-06-04 07:20:44,Rejected,Female,Operations Department,c8,2747.0
582449,2014-06-04 07:21:49,Rejected,Male,Operations Department,c8,50000.0
462254,2014-05-30 09:14:39,Hired,Female,Operations Department,i4,7210.0
413388,2014-05-30 09:14:36,Rejected,Don’t want to say,Operations Department,i4,77422.0
938274,2014-06-12 15:46:43,Hired,Female,Operations Department,c5,67823.0
517354,2014-05-31 13:07:51,Rejected,Male,Purchase Department,i4,2988.0
842308,2014-06-01 13:36:24,Rejected,Male,Service Department,i7,4426.0
657117,2014-06-02 22:30:40,Rejected,Male,Operations Department,i4,56255.0
22963,2014-06-02 22:33:23,Rejected,Female,Operations Department,i4,53806.0
201095,2014-06-02 22:35:11,Rejected,Male,Operations Department,i4,7775.0
880451,2014-06-02 07:13:30,Rejected,Male,Operations Department,b9,90362.0
187096,2014-06-02 17:14:07,Hired,Female,Production Department,c5,26954.0
333678,2014-06-02 11:21:02,Rejected,Male,Operations Department,b9,59001.0
579048,2014-06-02 11:21:02,Hired,Male,Operations Department,b9,33534.0
133347,2014-06-02 11:21:31,Hired,Male,Operations Department,b9,47686.0
20595,2014-06-02 13:08:22,Rejected,Male,Production Department,c8,57407.0
12320,2014-06-02 13:10:00,Rejected,Male,Production Department,c8,56727.0
68151,2014-06-03 12:44:46,Rejected,Male,Service Department,c-10,86486.0
567549,2014-06-03 12:47:35,Hired,Male,Service Department,c-10,34243.0
379251,2014-06-03 12:15:08,Rejected,Male,Sales Department,i5,25492.0
540849,2014-06-03 12:15:08,Rejected,Male,Sales Department,i5,38787.0
270850,2014-06-14 10:49:40,Hired,Female,Service Department,i4,56501.0
754298,2014-06-14 10:50:53,Hired,Female,Service Department,i4,57362.0
238948,2014-06-03 17:40:51,Rejected,Male,Production Department,b9,7104.0
840739,2014-06-03 23:15:00,Rejected,Female,Purchase Department,c-10,42449.0
944802,2014-06-03 10:57:41,Rejected,Male,Service Department,c5,91116.0
528415,2014-06-03 10:57:41,Hired,Male,Service Department,c5,51584.0
598089,2014-06-03 13:19:04,Rejected,Female,Service Department,i4,15689.0
947903,2014-06-03 08:24:23,Rejected,Male,Service Department,i4,13459.0
831750,2014-06-03 08:25:44,Hired,Male,Service Department,i4,60967.0
578768,2014-06-03 20:45:16,Rejected,Male,Service Department,c8,18013.0
366864,2014-06-03 20:46:45,Hired,Male,Service Department,c8,55146.0
787584,2014-06-04 12:27:12,Rejected,Male,Human Resource Department,i5,80309.0
506061,2014-06-04 21:38:50,Rejected,Male,Operations Department,c5,52054.0
832162,2014-06-04 21:40:23,Rejected,Male,Operations Department,c5,72134.0
71829,2014-06-04 00:59:15,Hired,Female,Service Department,i1,47003.0
240857,2014-06-04 10:40:58,Hired,Male,Service Department,b9,59017.0
983968,2014-06-13 15:43:16,Hired,Female,Service Department,c-10,78320.0
717149,2014-06-04 07:56:09,Rejected,Male,Operations Department,b9,60135.0
33558,2014-06-04 07:57:13,Rejected,Male,Operations Department,b9,99019.0
806798,2014-06-04 13:17:46,Rejected,Female,Operations Department,i7,8399.0
817082,2014-06-04 13:19:37,Rejected,Female,Operations Department,i7,47617.0
372328,2014-06-04 18:14:08,Hired,Male,Service Department,i4,99389.0
290105,2014-06-04 18:16:14,Hired,Female,Service Department,i4,86123.0
524956,2014-06-05 10:40:01,Rejected,Male,Service Department,i5,20944.0
525261,2014-06-05 10:41:18,Hired,Male,Service Department,i5,67992.0
865282,2014-06-05 17:39:31,Hired,Male,Marketing Department,i5,19550.0
422877,2014-06-05 15:38:24,Rejected,Male,Purchase Department,i5,47241.0
140614,2014-06-05 01:45:18,Rejected,Male,Operations Department,i6,46314.0
508051,2014-06-05 04:15:49,Rejected,Male,Operations Department,c8,68865.0
896420,2014-06-05 04:19:17,Hired,Male,Operations Department,c8,64751.0
868204,2014-06-05 13:39:08,Rejected,Male,Operations Department,i4,57536.0
462656,2014-07-24 09:19:49,Hired,Don’t want to say,Operations Department,i5,52411.0
516379,2014-06-05 17:25:19,Rejected,Female,Service Department,i4,29273.0
831633,2014-06-05 17:05:02,Rejected,Male,Service Department,c8,3046.0
623164,2014-06-05 15:11:05,Rejected,Male,Service Department,i4,12775.0
504281,2014-06-05 16:14:35,Rejected,Male,Operations Department,i1,10296.0
951881,2014-06-05 16:07:53,Rejected,Male,Service Department,i4,72083.0
528775,2014-06-05 16:08:55,Hired,Male,Service Department,i4,5372.0
147127,2014-06-05 08:17:37,Rejected,Male,Operations Department,i1,83490.0
730892,2014-06-06 18:01:59,Hired,Male,Sales Department,c8,80788.0
294893,2014-06-06 08:39:43,Rejected,Male,Sales Department,i5,8571.0
341409,2014-06-06 08:42:22,Hired,Female,Sales Department,i5,8366.0
206532,2014-06-06 08:42:58,Rejected,Female,Sales Department,i5,72786.0
481356,2014-06-14 04:22:26,Rejected,Female,Production Department,c9,34472.0
39266,2014-06-06 17:28:35,Rejected,Male,Service Department,c5,22817.0
104660,2014-06-06 18:01:50,Rejected,Male,Operations Department,i7,19495.0
284817,2014-06-07 02:51:46,Rejected,Female,Finance Department,c9,29015.0
635035,2014-06-07 02:52:06,Rejected,Female,Finance Department,c9,95642.0
480056,2014-06-08 14:15:53,Rejected,Male,Marketing Department,b9,44936.0
679609,2014-06-08 14:17:06,Rejected,Male,Marketing Department,b9,15545.0
427013,2014-06-08 18:56:32,Rejected,Male,Operations Department,b9,91976.0
894420,2014-06-08 17:29:53,Rejected,Male,Sales Department,c9,86412.0
246137,2014-06-08 10:41:58,Hired,Male,Marketing Department,c8,54866.0
858212,2014-07-02 17:23:30,Rejected,Male,Operations Department,c5,58078.0
818753,2014-06-09 03:20:53,Rejected,Male,Marketing Department,c9,33587.0
987341,2014-06-09 13:23:23,Rejected,Male,Sales Department,c5,15334.0
594873,2014-06-09 13:24:16,Rejected,Male,Sales Department,c5,39688.0
139046,2014-06-09 13:25:35,Rejected,Male,Sales Department,c5,60263.0
359285,2014-06-09 13:29:28,Rejected,Male,Sales Department,c9,22123.0
619825,2014-06-09 23:57:45,Hired,Male,Service Department,i5,44020.0
651596,2014-06-09 23:58:19,Rejected,Female,Service Department,i5,12750.0
